vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,600.perlbench_s,t_600.perlbench_s,602.gcc_s,t_602.gcc_s,605.mcf_s,t_605.mcf_s,620.omnetpp_s,t_620.omnetpp_s,623.xalancbmk_s,t_623.xalancbmk_s,625.x264_s,t_625.x264_s,631.deepsjeng_s,t_631.deepsjeng_s,641.leela_s,t_641.leela_s,648.exchange2_s,t_648.exchange2_s,657.xz_s,t_657.xz_s
Intel,Lenovo Global Technology,Xeon Gold 6230T,Lenovo Global Technology,2100,3900,x86_64,80,2,20,2,2,32,32,1024.0,28160.0,792235004,24,33554432.0,2933,960.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,xfs,80,cpu2017-20191014-19170.csv,6.833011,259.76835,9.787415,406.849001,12.549703,376.184212,8.01492,203.495487,12.446184,113.850157,14.35725,122.864751,5.441217,263.360187,4.765314,358.003693,16.659411,176.476831,23.550539,262.499299
Intel,Lenovo Global Technology,Xeon Platinum 8260,Lenovo Global Technology,2400,3900,x86_64,96,2,24,2,2,32,32,1024.0,36608.0,395870764,12,33554432.0,2933,480.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,xfs,96,cpu2017-20191028-19285.csv,6.858646,258.797431,9.939674,400.616772,12.549231,376.19836,9.069288,179.837703,12.407069,114.209082,14.228582,123.975809,5.457967,262.551978,4.763809,358.116828,16.643026,176.65057,24.176548,255.702341
Intel,Huawei,Xeon Platinum 8170M,Huawei,2100,3700,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,394149468,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,52,cpu2017-20180626-07485.csv,6.223629,285.203397,9.779228,407.189609,11.57319,407.925543,7.47207,218.279552,9.542501,148.493569,11.619341,151.815843,5.206917,275.21083,4.301985,396.561105,13.441841,218.720046,23.330011,264.980589
Intel,Lenovo Global Technology,Xeon Silver 4110,Lenovo Global Technology,2100,3000,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,395894220,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,16,cpu2017-20180709-07753.csv,4.831828,367.355806,7.22024,551.50523,9.134139,516.852227,4.096368,398.157559,7.514671,188.564475,9.378751,188.084743,4.168501,343.768663,3.512858,485.644517,10.8529,270.895327,15.56415,397.194839
Intel,ASUSTeK Computer Inc.,Xeon Gold 6126,ASUSTeK Computer Inc.,2600,3700,x86_64,24,1,12,2,2,32,32,1024.0,19712.0,394838984,12,33554432.0,2666,240.0,SLES,12.3,SUSE Linux Enterprise Server 12 (x86_64) SP3,C/C++: Version 18.0.3.222 of Intel C/C++,Yes,btrfs,24,cpu2017-20180805-08094.csv,6.461728,274.694324,9.409969,423.168244,11.233446,420.262835,6.137112,265.760174,9.781353,144.86748,11.771862,149.848848,5.259764,272.445708,4.495169,379.518552,13.592759,216.291633,21.73037,284.486647
Intel,ASUSTeK Computer Inc.,Xeon Silver 4114,ASUSTeK Computer Inc.,2200,3000,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,394839504,12,33554432.0,2666,240.0,SLES,12.3,SUSE Linux Enterprise Server 12 (x86_64) SP3,C/C++: Version 18.0.3.222 of Intel C/C++,Yes,btrfs,20,cpu2017-20180827-08664.csv,5.176951,342.865929,7.682008,518.354057,9.392839,502.616967,4.686928,347.989163,7.855908,180.373802,9.501179,185.66117,4.374323,327.593567,3.647477,467.720503,11.062359,265.76609,17.321779,356.891748
Intel,Huawei,Xeon Platinum 8160,Huawei,2100,3700,x86_64,48,1,24,2,2,32,32,1024.0,33792.0,394145208,24,16777216.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,96,cpu2017-20180108-02495.csv,6.219284,285.40261,9.801593,406.260508,11.53962,409.112252,6.904884,236.209607,9.576962,147.959241,11.593705,152.151538,5.205091,275.307407,4.313261,395.524423,13.441251,218.729641,23.070854,267.957134
Intel,Dell Inc.,Xeon E-2226G,Dell Inc.,3400,4700,x86_64,6,1,6,1,1,32,32,256,12288.0,65801188,4,16777216.0,2666,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,6,cpu2017-20191209-20369.csv,7.333647,242.035113,11.789706,337.752276,14.636463,322.550606,7.451028,218.895965,14.233661,99.552744,17.001292,103.756821,6.407963,223.628007,5.217913,326.950617,18.29351,160.71273,11.28071,548.015152
Intel,Supermicro,Xeon Gold 6244,Supermicro,3600,4400,x86_64,32,2,8,2,2,32,32,1024.0,25344.0,197608912,12,16777216.0,2933,3932.16,SLES,12.4,SUSE Linux Enterprise Server 12 SP4,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,32,cpu2017-20190319-11336.csv,7.664441,231.588976,10.751896,370.353294,13.776974,342.673206,8.643448,188.697845,13.806844,102.63026,15.207833,115.992859,5.957489,240.53757,5.321973,320.557781,15.928887,184.570338,23.634116,261.571029
Intel,Hewlett Packard Enterprise,Xeon Bronze 3206R,HPE,1900,1900,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,395637872,24,16777216.0,2933,400.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,btrfs,16,cpu2017-20200413-22005.csv,3.152349,563.072209,4.980279,799.553525,6.592248,716.144198,3.732957,436.919023,5.968661,237.406676,6.900873,255.619814,2.817511,508.604907,2.231282,764.582747,7.615751,386.042032,11.27937,548.080236
Intel,Lenovo Global Technology,Xeon Platinum 8180M,Lenovo Global Technology,2500,3800,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,395892264,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,56,cpu2017-20180611-06750.csv,6.393574,277.622494,9.617992,414.015725,11.060438,426.836611,7.848647,207.806506,9.759303,145.194799,12.149503,145.19113,5.164203,277.487146,4.446677,383.657253,13.759708,213.66732,23.58121,262.15788
Intel,Lenovo Global Technology,Xeon Platinum 8280,Lenovo Global Technology,2700,4000,x86_64,112,2,28,2,2,32,32,1024.0,39424.0,792168472,24,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.0.117 of Intel,Yes,btrfs,112,cpu2017-20190318-11261.csv,6.750041,262.961355,10.109396,393.890989,11.54335,408.980046,8.006871,203.700054,10.133942,139.827133,13.866966,127.208794,5.533149,258.984509,4.85474,351.409153,14.548444,202.083465,25.238422,244.943995
Intel,Lenovo Global Technology,Xeon Gold 6154,Lenovo Global Technology,3000,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,395892504,12,33554432.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,36,cpu2017-20180611-06859.csv,6.17484,287.456829,9.135998,435.858235,10.905597,432.896974,6.320242,258.059721,9.449977,149.947454,11.714561,150.581821,5.024813,285.184728,4.334147,393.618442,13.358997,220.076401,22.355061,276.536938
Intel,Dell Inc.,Xeon Gold 5117,Dell Inc.,2000,2800,x86_64,28,1,14,2,2,32,32,1024.0,19712.0,196642996,12,16777216.0,2666,250.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.2.20180210 of Intel C/C++,Yes,xfs,28,cpu2017-20181210-10184.csv,4.757795,373.071983,7.195205,553.424139,8.746553,539.755501,4.761854,342.51364,7.321047,193.55154,8.966301,196.736638,3.956374,362.200302,3.289613,518.602005,10.038112,292.88375,16.646216,371.375687
Intel,Supermicro,Core i3-8300,Supermicro,3700,3700,x86_64,4,1,4,1,1,32,32,256,8192.0,32859020,2,16777216.0,2666,512.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,4,cpu2017-20181127-09946.csv,5.84084,303.894625,9.60887,414.408776,12.075127,390.968957,5.907342,276.097124,9.647449,146.878201,11.420268,154.46223,5.011962,285.915983,4.31251,395.593328,13.380531,219.722216,7.405454,834.790088
Intel,Hewlett Packard Enterprise,Xeon Gold 5118,HPE,2300,3200,x86_64,48,1,12,4,4,32,32,1024.0,16896.0,395927168,48,8388608.0,2666,960.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,48,cpu2017-20171226-02234.csv,5.342675,332.230569,7.851657,507.154078,9.984817,472.817892,4.984655,327.204221,8.156207,173.732725,10.108387,174.508553,4.375251,327.524058,3.744971,455.544241,11.560671,254.310498,19.524152,316.633471
Intel,Dell Inc.,Xeon Gold 6140,Dell Inc.,2300,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,394757388,24,16777216.0,2666,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,36,cpu2017-20180416-04950.csv,6.211643,285.753719,9.275714,429.293094,10.936656,431.667581,6.157888,264.863531,9.48456,149.400714,11.746258,150.175487,5.038689,284.399362,4.334703,393.567906,13.359836,220.062583,21.674549,285.21932
Intel,Cisco Systems,Xeon Gold 6150,Cisco Systems,2700,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,791225612,24,33554432.0,2666,600.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,36,cpu2017-20181211-10259.csv,6.280186,282.634947,9.388359,424.142278,11.082804,425.975233,6.237,261.503922,9.480707,149.461431,13.058894,135.080351,5.217924,274.630313,4.526998,376.85021,13.457718,218.462007,22.180189,278.717195
Intel,Hewlett Packard Enterprise,Xeon Platinum 8276L,HPE,2200,4000,x86_64,112,2,28,2,2,32,32,1024.0,39424.0,395885460,24,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,112,cpu2017-20190819-16847.csv,6.97772,254.381096,9.660407,412.197939,12.554738,376.033343,9.389844,173.698299,12.487445,113.473973,14.602778,120.798931,5.51681,259.75157,4.85046,351.719217,14.310545,205.442907,23.032647,268.401633
Intel,Dell Inc.,Xeon Gold 6244,Dell Inc.,3600,4400,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,394678080,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,16,cpu2017-20190610-15174.csv,7.396828,239.967714,10.169785,391.552022,13.039875,362.043349,8.155286,199.992994,13.880738,102.083909,15.099432,116.825585,6.05272,236.753049,5.374815,317.406282,15.87288,185.221586,20.699103,298.660292
Intel,Lenovo Global Technology,Xeon Bronze 3106,Lenovo Global Technology,1700,1700,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,395884172,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,16,cpu2017-20171113-00561.csv,2.85583,621.535618,4.670579,852.57098,5.867609,804.586726,3.030366,538.218838,4.47805,316.432344,5.427895,324.987868,2.517599,569.193007,1.994388,855.400117,6.137579,479.016215,10.783967,573.258447
Intel,Cisco Systems,Xeon Gold 6146,Cisco Systems,3200,4200,x86_64,24,1,12,2,2,32,32,1024.0,25344.0,791238728,24,33554432.0,2666,240.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,24,cpu2017-20190122-10826.csv,7.071761,250.998306,10.254376,388.322021,12.076404,390.927617,6.905169,236.199865,10.572433,134.02781,13.299927,132.63231,5.744012,249.47719,5.136353,332.142299,15.26402,192.609808,22.688696,272.47049
Intel,Hewlett Packard Enterprise,Xeon Bronze 3106,HPE,1700,1700,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,197446416,12,16777216.0,2666,480.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,16,cpu2017-20171226-02272.csv,2.855756,621.55161,4.636401,858.85591,5.876073,803.427713,2.997324,544.152121,4.497338,315.075256,4.726737,373.196114,2.536024,565.057717,1.978072,862.456056,6.168598,476.607495,10.501582,588.673198
Intel,Lenovo Global Technology,Xeon Gold 6128,Lenovo Global Technology,3400,3700,x86_64,24,1,6,4,4,32,32,1024.0,19712.0,1584767360,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,24,cpu2017-20171212-01685.csv,6.14615,288.798693,9.053223,439.84337,10.572135,446.551247,5.806233,280.905018,9.16224,154.656499,11.656671,151.329652,5.049852,283.770717,4.329337,394.05571,13.367309,219.93955,21.607396,286.105736
Intel,Dell Inc.,Xeon Platinum 8164,Dell Inc.,2000,3700,x86_64,104,2,26,2,2,32,32,1024.0,36608.0,196690028,12,16777216.0,2666,480.0,CentOS,7,CentOS Linux release 7.4.1708 (Core),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,104,cpu2017-20180205-03307.csv,3.421017,518.851484,5.700158,698.577147,6.833897,690.821086,4.683375,348.253165,5.356072,264.559556,6.521159,270.504056,2.933317,488.525484,2.340835,728.799683,7.217767,407.328172,15.286014,404.421977
Intel,Cisco Systems,Xeon Silver 4114,Cisco Systems,2200,3000,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,395606584,24,16777216.0,2666,600.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,20,cpu2017-20171225-02049.csv,4.977678,356.591957,7.648634,520.615867,9.417336,501.309494,4.533041,359.802613,7.683012,184.43288,9.525153,185.19387,4.218004,339.734139,3.523695,484.150905,10.825336,271.585115,17.037155,362.854
Intel,Cisco Systems,Xeon Gold 6240M,Cisco Systems,2600,3900,x86_64,72,1,18,4,4,32,32,1024.0,25344.0,1583891764,48,33554432.0,2933,960.0,SLES,15,SUSE Linux Enterprise Desktop 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,btrfs,72,cpu2017-20191224-20485.csv,6.805682,260.811497,8.862273,449.320416,11.950079,395.060148,7.840268,208.028597,12.396682,114.304778,14.122263,124.909163,5.444096,263.220939,4.781778,356.771036,16.686192,176.193581,24.706397,250.218602
Intel,ASUSTeK Computer Inc.,Xeon Silver 4214,ASUSTeK Computer Inc.,2200,3200,x86_64,24,1,12,2,2,32,32,1024.0,16896.0,791115404,24,33554432.0,2933,1024.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,24,cpu2017-20190805-16600.csv,5.78263,306.95378,8.77886,453.5899,11.42946,413.05546,6.23487,261.59326,10.56487,134.1238,12.14522,145.24232,4.78114,299.71929,4.00836,425.61015,14.00462,209.93066,19.46522,317.59212
Intel,Fujitsu,Xeon Platinum 8280L,Fujitsu,2700,4000,x86_64,168,1,28,6,6,32,32,1024.0,39424.0,2376421488,72,33554432.0,2933,600.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,168,cpu2017-20190402-11677.csv,7.03461,252.323869,9.644371,412.88333,12.71869,371.18603,9.626433,169.429318,12.427451,114.02177,14.661514,120.314994,5.346252,268.03822,4.845284,352.094927,14.363624,204.683723,26.060127,237.220641
Intel,Huawei,Xeon Gold 6148,Huawei,2400,3700,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,394117236,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,80,cpu2017-20171213-01906.csv,6.224093,285.182132,9.837199,404.790024,11.632348,405.851005,6.882418,236.980665,9.631117,147.127269,11.575979,152.38452,5.229274,274.034193,4.31715,395.168098,13.448429,218.612888,23.025154,268.488972
Intel,Dell Inc.,Xeon Gold 6150,Dell Inc.,2700,3700,x86_64,72,2,18,2,2,32,32,1024.0,25344.0,181204768,11,16777216.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,72,cpu2017-20180122-02952.csv,6.19578,286.485328,9.47513,420.258093,11.027537,428.110095,6.445023,253.063478,9.488189,149.343562,11.729917,150.3847,5.042786,284.168299,4.344697,392.662561,13.412279,219.202113,22.733535,271.933074
AMD,Dell Inc.,EPYC 7542,Dell Inc.,2900,3400,x86_64,128,2,32,2,16,32,32,512,131072.0,527946176,16,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,64,cpu2017-20191208-20196.csv,4.765752,372.44907,9.482345,419.9383,14.364742,328.651918,4.803282,339.559508,9.321048,152.021536,12.460868,141.563172,4.774622,300.128468,4.234792,402.853337,16.555397,177.585595,20.97328,294.755994
Intel,Dell Inc.,Xeon Gold 5215,Dell Inc.,2500,3400,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,197482460,12,16777216.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,40,cpu2017-20190513-13694.csv,5.674749,312.789187,8.163896,487.757322,10.747088,439.281801,5.559302,293.382179,11.006768,128.738977,11.625206,151.739244,4.824872,297.002679,4.157741,410.319,12.237776,240.239728,17.792492,347.449919
Intel,Cisco Systems,Xeon Platinum 8280,Cisco Systems,2700,4000,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,791202012,24,33554432.0,2933,240.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,btrfs,56,cpu2017-20191111-19789.csv,7.005617,253.368109,10.169115,391.577825,12.928935,365.149945,9.51165,171.473927,12.772425,110.942123,14.779622,119.353528,5.615289,255.196118,4.901387,348.064775,17.133113,171.597541,24.338018,254.005894
AMD,Hewlett Packard Enterprise,EPYC 7452,HPE,2350,3350,x86_64,32,1,32,1,4,32,32,512,131072.0,528207724,8,67108864.0,2933,400.0,SLES,15.1,SUSE Linux Enterprise Server 15 (x86_64) SP1,C/C++: Version 1.3.0 of AOCC,Yes,xfs,32,cpu2017-20190723-16393.csv,4.461553,397.84353,9.374042,424.790068,10.162746,464.53978,4.37789,372.553914,8.805754,160.917511,11.03352,159.876451,4.734956,302.642727,3.882525,439.404717,14.486059,202.953744,20.361614,303.610503
Intel,Cisco Systems,Xeon Gold 6252,Cisco Systems,2100,3700,x86_64,48,1,24,2,2,32,32,1024.0,36608.0,791212372,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,48,cpu2017-20190930-18811.csv,6.552629,270.883642,9.571198,416.039887,12.163218,388.137425,8.71119,187.230442,11.786083,120.226539,13.932723,126.608419,5.252212,272.837421,4.530283,376.576879,15.82497,185.782344,23.043987,268.269546
Intel,Hewlett Packard Enterprise,Xeon E-2226G,HPE,3400,4700,x86_64,6,1,6,1,1,32,32,256,12288.0,65558680,4,16777216.0,2666,400.0,SLES,15.1,SUSE Linux Enterprise Server 15 (x86_64) SP1,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,6,cpu2017-20191028-19239.csv,7.390791,240.163724,11.695176,340.482275,15.257664,309.418272,6.820955,239.116072,14.499884,97.724919,16.759364,105.25459,6.244554,229.47995,5.315535,320.946051,15.855267,185.427337,11.11277,556.296953
Intel,Dell Inc.,Xeon E-2224G,Dell Inc.,3500,4700,x86_64,4,1,4,1,1,32,32,256,8192.0,65801564,4,16777216.0,2666,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,4,cpu2017-20200203-20783.csv,7.023288,252.730632,11.493374,346.460484,14.414488,327.517708,7.028053,232.069954,13.889154,102.022049,16.67715,105.773471,6.299342,227.484064,5.105608,334.1424,17.92381,164.027624,9.005626,686.459811
Intel,Hewlett Packard Enterprise,Xeon Gold 6242,HPE,2800,3900,x86_64,64,1,16,4,4,32,32,1024.0,22528.0,792256064,24,33554432.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,64,cpu2017-20190902-17372.csv,6.792415,261.320895,8.97165,443.842532,12.231501,385.970632,7.484591,217.914367,12.230703,115.855978,14.348855,122.936639,5.385577,266.081035,4.750358,359.130814,14.009012,209.864913,22.889778,270.076891
Intel,Lenovo Global Technology,Xeon Gold 6138T,Lenovo Global Technology,2000,3700,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,792253784,24,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,40,cpu2017-20180529-06164.csv,6.176095,287.398445,9.191057,433.247209,10.830045,435.916946,6.441149,253.215691,9.540679,148.521923,11.470145,153.790562,5.107288,280.579412,4.304094,396.366849,13.409009,219.255569,21.782974,283.799632
Intel,Lenovo Global Technology,Xeon Platinum 8260Y,Lenovo Global Technology,2400,3900,x86_64,96,2,24,2,2,32,32,1024.0,36608.0,197690208,12,16777216.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,96,cpu2017-20190430-13274.csv,6.797041,261.143051,10.004181,398.033575,12.503476,377.575003,9.109601,179.041879,12.482194,113.521709,14.173381,124.458658,5.455025,262.693565,4.760266,358.383307,14.048721,209.271716,24.326326,254.127974
Intel,Lenovo Global Technology,Xeon Gold 6240Y,Lenovo Global Technology,2600,3900,x86_64,72,1,18,4,4,32,32,1024.0,25344.0,1584959368,48,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,tmpfs,72,cpu2017-20190527-14776.csv,6.707827,264.616255,9.66424,412.034459,12.562216,375.809477,7.687092,212.173849,12.466087,113.66839,14.078985,125.293124,5.348821,267.909492,4.76835,357.775752,14.093898,208.600914,24.254581,254.879691
Intel,Cisco Systems,Xeon Silver 4208,Cisco Systems,2100,3200,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,791209704,24,33554432.0,2933,600.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,16,cpu2017-20190430-13558.csv,5.368224,330.649399,7.70694,516.677168,10.523045,448.634397,4.981012,327.443477,10.238885,138.39397,11.327143,155.732126,4.582209,312.731277,3.921339,435.055514,11.581658,253.849672,16.415061,376.605353
Intel,Lenovo Global Technology,Xeon Silver 4112,Lenovo Global Technology,2600,3000,x86_64,8,1,4,2,2,32,32,1024.0,8448.0,395922996,12,33554432.0,2666,800.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,8,cpu2017-20180108-02550.csv,4.770901,372.047095,7.142292,557.524126,9.150987,515.900637,3.898463,418.369965,7.457286,190.015521,9.358623,188.489274,4.204118,340.85624,3.508622,486.230719,10.818777,271.749752,11.075355,558.176236
Intel,Lenovo Global Technology,Xeon Platinum 8260Y,Lenovo Global Technology,2400,3900,x86_64,96,2,24,2,2,32,32,1024.0,36608.0,395871288,12,33554432.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,xfs,96,cpu2017-20190610-14925.csv,6.882505,257.900297,9.920138,401.405695,12.54693,376.267346,9.032107,180.578027,12.413694,114.148134,14.216682,124.079583,5.454572,262.715404,4.762587,358.208663,16.6544,176.529931,24.157634,255.902541
Intel,Dell Inc.,Xeon Silver 4114,Dell Inc.,2200,3000,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,196644052,12,16777216.0,2666,250.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.2.20180210 of Intel C/C++,Yes,xfs,20,cpu2017-20181210-10212.csv,4.932662,359.84628,7.575588,525.63577,9.233593,511.285284,4.341434,375.682335,7.652995,185.156279,8.827539,199.829195,4.292353,333.849515,3.484048,489.660365,10.947837,268.546189,16.496074,374.755845
Intel,Dell Inc.,Xeon Gold 6238R,Dell Inc.,2200,4000,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,394830876,24,16777216.0,2933,1966.08,RHEL,8.1,Red Hat Enterprise Linux 8.1,C/C++: Version 19.1.1.217 of Intel C/C++,Yes,xfs,56,cpu2017-20200608-22663.csv,6.801345,260.977779,9.697042,410.64069,18.360152,257.132954,11.321928,144.056735,13.65323,103.784967,16.485962,107.000126,5.911565,242.406205,4.887562,349.049286,16.697554,176.073696,24.257047,254.853776
Intel,Huawei,Xeon Gold 6126,Huawei,2600,3700,x86_64,24,1,12,2,2,32,32,1024.0,19712.0,394174888,12,33554432.0,2666,2000.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,24,cpu2017-20180801-08070.csv,6.177979,287.31077,9.020809,441.423828,10.9166,432.46066,5.332864,305.839396,9.488533,149.338152,11.378877,155.02408,5.152094,278.139348,4.310889,395.742022,13.399123,219.417345,20.555653,300.74452
Intel,Lenovo Global Technology,Xeon Gold 5220,Lenovo Global Technology,2200,3900,x86_64,72,2,18,2,2,32,32,1024.0,25344.0,395875468,12,33554432.0,2933,480.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,72,cpu2017-20190429-13136.csv,6.740829,263.320709,9.998744,398.250012,12.678425,372.364861,8.087495,201.669363,12.465338,113.675218,14.303483,123.326601,5.438105,263.510909,4.763834,358.114917,14.083592,208.753557,23.10515,267.559401
Intel,Huawei,Xeon Gold 5122,Huawei,3600,3700,x86_64,8,1,4,2,2,32,32,1024.0,16896.0,394175324,24,16777216.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,8,cpu2017-20180711-07830.csv,6.146875,288.764622,9.337061,426.472541,11.456199,412.091312,5.371166,303.658476,9.466694,149.682661,11.435701,154.253764,5.194488,275.86932,4.310146,395.810274,13.464816,218.346844,13.887981,445.133099
