vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,600.perlbench_s,t_600.perlbench_s,602.gcc_s,t_602.gcc_s,605.mcf_s,t_605.mcf_s,620.omnetpp_s,t_620.omnetpp_s,623.xalancbmk_s,t_623.xalancbmk_s,625.x264_s,t_625.x264_s,631.deepsjeng_s,t_631.deepsjeng_s,641.leela_s,t_641.leela_s,648.exchange2_s,t_648.exchange2_s,657.xz_s,t_657.xz_s
Intel,Lenovo Global Technology,Xeon Gold 6126,Lenovo Global Technology,2600,3700,x86_64,24,1,12,2,2,32,32,1024.0,19712.0,792245468,24,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,24,cpu2017-20180612-06958.csv,6.174579,287.468976,8.963888,444.226888,10.832394,435.822415,5.524059,295.253928,9.496278,149.21635,11.34421,155.497831,5.099747,280.994325,4.303734,396.399966,13.409377,219.249558,20.217439,305.775618
Intel,Lenovo Global Technology,Xeon Gold 6248,Lenovo Global Technology,2500,3900,x86_64,80,2,20,2,2,32,32,1024.0,28160.0,395873732,24,16777216.0,2933,960.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,xfs,80,cpu2017-20190926-18566.csv,6.846986,259.238134,9.897135,402.338662,12.51413,377.253543,8.310343,196.261461,12.402735,114.248995,14.368506,122.768504,5.466997,262.118293,4.766238,357.93425,16.639495,176.688057,24.234943,255.086221
Intel,Hewlett Packard Enterprise,Xeon Gold 5215,HPE,2500,3400,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,395628868,24,16777216.0,2666,960.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,20,cpu2017-20190513-13908.csv,5.819378,305.015392,8.187214,486.36811,11.223937,420.618894,5.653249,288.506676,10.881156,130.225129,11.844979,148.923857,4.846387,295.684199,4.16509,409.594968,12.267011,239.667192,18.686728,330.823039
Intel,Hewlett Packard Enterprise,Xeon Platinum 8280,HPE,2700,4000,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,395895420,12,33554432.0,2933,600.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,56,cpu2017-20190319-11392.csv,6.975558,254.459928,9.766375,407.725489,12.899816,365.974203,9.464861,172.321597,12.437212,113.932282,14.691005,120.073472,5.575237,257.029454,4.856325,351.294454,14.417418,203.920014,23.737976,260.426582
Intel,Dell Inc.,Xeon Gold 5222,Dell Inc.,3800,3900,x86_64,16,2,4,2,4,32,32,1024.0,16896.0,394700100,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,16,cpu2017-20190513-13662.csv,6.288062,282.280936,9.169716,434.255527,12.572524,375.501385,5.393329,302.410637,12.169666,116.437047,13.932179,126.613357,5.459592,262.473812,4.756533,358.664626,14.027642,209.586183,18.335271,337.164359
Intel,Huawei,Xeon Gold 6132,Huawei,2600,3700,x86_64,56,1,14,4,4,32,32,1024.0,19712.0,1583347128,48,33554432.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,56,cpu2017-20180606-06652.csv,6.17009,287.678159,8.702524,457.568423,10.597293,445.491126,5.482041,297.516954,9.481084,149.455488,11.376277,155.059518,5.100267,280.96566,4.31125,395.708863,13.406295,219.299963,22.932836,269.569797
Intel,Supermicro,Xeon Gold 5118,Supermicro,2300,3200,x86_64,48,2,12,2,4,32,32,1024.0,16896.0,394865820,12,33554432.0,2666,5120.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,48,cpu2017-20180403-04894.csv,5.096324,348.290224,7.121229,559.173104,9.465433,498.762206,4.097973,398.001663,7.886456,179.675128,9.715944,181.557248,4.026586,355.884618,3.728124,457.602812,11.52631,255.068623,17.37219,355.856106
Intel,Hewlett Packard Enterprise,Xeon Gold 6230,HPE,2100,3900,x86_64,80,1,20,4,4,32,32,1024.0,28160.0,792251496,24,33554432.0,2666,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,80,cpu2017-20190610-15059.csv,6.789852,261.419554,9.440854,421.783878,12.527564,376.848992,8.003784,203.778609,12.198011,116.166478,14.465594,121.944528,5.39378,265.676387,4.746588,359.416088,14.030339,209.5459,23.101621,267.600271
Intel,Dell Inc.,Xeon Gold 5215,Dell Inc.,2500,3400,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,394700780,24,16777216.0,2933,960.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,20,cpu2017-20190610-15043.csv,5.641636,314.625075,7.915912,503.03742,10.857972,434.795743,4.901579,332.749892,10.715093,132.243366,11.709487,150.647076,4.338107,330.32838,4.155686,410.521913,12.242685,240.143405,17.276276,357.831747
Intel,NEC Corporation,Xeon Bronze 3104,NEC Corporation,1700,1700,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,394644656,12,33554432.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,ext4,12,cpu2017-20180610-06726.csv,2.805479,632.690618,4.577688,869.87134,5.84707,807.412948,2.863506,569.581463,4.423528,320.332536,5.399968,326.668594,2.507577,571.468022,1.986136,858.954213,6.12767,479.790834,8.246317,749.668001
Intel,NEC Corporation,Xeon Bronze 3104,NEC Corporation,1700,1700,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,197752372,12,16777216.0,2666,600.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,12,cpu2017-20180625-07271.csv,2.819683,629.503367,4.500265,884.8367,5.826895,810.208525,3.012577,541.396894,4.400773,321.988914,4.846586,363.967543,2.528356,566.771381,2.001301,852.44549,6.074469,483.992927,8.118657,761.456011
Intel,Huawei,Xeon Platinum 8180,Huawei,2500,3800,x86_64,56,1,28,2,2,32,32,1024.0,39424.0,394122080,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,56,cpu2017-20170929-00074.csv,6.396591,277.491536,10.087409,394.749522,11.802341,400.005402,7.86216,207.449345,9.654423,146.772108,12.284801,143.592075,5.301854,270.282827,4.456682,382.795993,13.775209,213.426894,24.877885,248.493796
Intel,Lenovo Global Technology,Xeon Gold 5218,Lenovo Global Technology,2300,3900,x86_64,64,2,16,2,2,32,32,1024.0,22528.0,395878168,24,16777216.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,64,cpu2017-20190429-13183.csv,6.796466,261.165128,9.792997,406.617102,12.490917,377.954625,7.378828,221.037805,12.452006,113.796927,11.602257,152.039378,5.460473,262.431475,4.769032,357.724593,14.048653,209.272732,23.084395,267.799954
Intel,Lenovo Global Technology,Xeon Gold 6230N,Lenovo Global Technology,2300,3900,x86_64,80,2,20,2,2,32,32,1024.0,28160.0,395873580,24,16777216.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,btrfs,80,cpu2017-20190902-17427.csv,6.857646,258.835162,9.945583,400.37875,12.524199,376.950247,8.22303,198.345369,12.399235,114.281244,14.371531,122.742667,5.4279,264.006326,4.712621,362.006623,17.147909,171.449475,23.465869,263.446452
Intel,NEC Corporation,Xeon Gold 6138,NEC Corporation,2000,3700,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,394644432,12,33554432.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,ext4,40,cpu2017-20180514-05533.csv,6.13563,289.293824,9.224131,431.69379,10.903583,432.976942,6.665258,244.701695,9.434107,150.199692,11.765081,149.935213,5.048373,283.853853,4.323201,394.615008,13.296947,221.103391,21.256918,290.822971
Intel,NEC Corporation,Xeon Gold 6134M,NEC Corporation,3200,3700,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,395931112,24,16777216.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,16,cpu2017-20181029-09345.csv,6.255913,283.731577,8.888371,448.001099,10.899053,433.156901,6.565175,248.432079,9.460409,149.78211,11.521622,153.103446,5.089963,281.534489,4.359428,391.33573,13.234717,222.143013,19.935182,310.105026
Intel,Supermicro,Xeon Platinum 8180,Supermicro,2500,3800,x86_64,112,2,28,2,2,32,32,1024.0,39424.0,792169732,24,33554432.0,2666,1024.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,112,cpu2017-20171017-00113.csv,6.419093,276.518822,9.860272,403.842832,11.310582,417.39675,7.780705,209.621113,9.670296,146.531193,12.070111,146.146135,5.12894,279.394944,4.433822,384.769628,13.735771,214.039685,24.032127,257.238984
Intel,Dell Inc.,Xeon E-2246G,Dell Inc.,3600,4800,x86_64,12,2,6,1,1,32,32,256,12288.0,65800056,4,16777216.0,2666,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,6,cpu2017-20191209-20363.csv,3.325621,533.734978,9.44049,421.800138,14.941064,315.974814,4.414111,369.496849,7.886507,179.67397,14.922194,118.213179,6.065071,236.270939,4.750272,359.137347,18.763618,156.686198,10.792419,572.809508
Intel,Dell Inc.,Xeon Gold 5115,Dell Inc.,2400,3200,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,394759500,24,16777216.0,2666,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,20,cpu2017-20180416-04945.csv,5.273248,336.604669,7.814339,509.576047,9.741031,484.650952,4.54654,358.734334,8.247874,171.801847,9.79586,180.07608,4.500626,318.400166,3.724561,458.040535,11.627182,252.855767,17.487978,353.499993
Intel,Lenovo Global Technology,Xeon Gold 6132,Lenovo Global Technology,2600,3700,x86_64,28,1,14,2,2,32,32,1024.0,19712.0,395893924,12,33554432.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,28,cpu2017-20180625-07327.csv,6.116346,290.20597,9.04842,440.076832,10.837577,435.613983,5.38649,302.794558,9.378021,151.097977,11.611237,151.921798,5.038151,284.429749,4.332864,393.734951,13.334745,220.476657,21.06801,293.43065
Intel,Lenovo Global Technology,Xeon Platinum 8270,Lenovo Global Technology,2700,4000,x86_64,104,2,26,2,2,32,32,1024.0,36608.0,792169596,24,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,104,cpu2017-20190527-14795.csv,6.951283,255.348551,10.140822,392.670342,12.74867,370.313131,9.225067,176.800878,12.825423,110.483685,14.605215,120.778778,5.545764,258.395432,4.888308,348.996022,14.429949,203.742926,24.960042,247.675864
Intel,Cisco Systems,Xeon Gold 6254,Cisco Systems,3100,4000,x86_64,72,1,18,4,4,32,32,1024.0,25344.0,1583934724,48,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,72,cpu2017-20191014-19010.csv,6.94371,255.627042,9.95205,400.118576,12.785761,369.238871,7.916298,206.030657,12.692216,111.643232,14.511631,121.557667,5.572512,257.155132,4.901263,348.073526,17.109204,171.837338,24.466586,252.671137
Intel,Lenovo Global Technology,Xeon Platinum 8164,Lenovo Global Technology,2000,3700,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,395892320,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,52,cpu2017-20171128-01220.csv,6.212357,285.720849,9.473094,420.34839,10.695107,441.416791,7.49086,217.731997,9.266269,152.920227,11.896291,148.281508,5.082728,281.935238,4.329993,393.996011,13.393711,219.506007,22.889895,270.075506
Intel,Hewlett Packard Enterprise,Xeon Gold 6150,HPE,2700,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,792268644,24,33554432.0,2666,480.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,36,cpu2017-20190118-10726.csv,6.126203,289.738988,8.874928,448.679706,10.969202,430.386811,6.432429,253.558962,9.335527,151.78576,10.995198,160.433668,5.148388,278.339549,4.296896,397.030832,13.372626,219.852102,21.333091,289.784544
Intel,Lenovo Global Technology,Xeon Gold 6242,Lenovo Global Technology,2800,3900,x86_64,64,2,16,2,2,32,32,1024.0,22528.0,792178176,24,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,btrfs,64,cpu2017-20190514-14058.csv,6.750134,262.95775,9.722609,409.560857,12.477637,378.356908,7.313951,222.998498,12.475809,113.579813,14.279462,123.534067,5.436641,263.581891,4.765947,357.956147,14.083381,208.756685,23.76277,260.154861
Intel,Lenovo Global Technology,Xeon Gold 6140,Lenovo Global Technology,2300,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,197433416,12,16777216.0,2666,800.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,36,cpu2017-20180619-07163.csv,6.146118,288.800181,9.131121,436.091042,10.925113,432.123673,6.269141,260.163229,9.470387,149.624293,11.722373,150.481483,5.029104,284.941415,4.330575,393.943101,13.313723,220.824785,21.638775,285.69085
Intel,NEC Corporation,Xeon E-2124,NEC Corporation,3300,4300,x86_64,4,1,4,1,1,32,32,256,8192.0,65895756,4,16777216.0,2666,1024.0,RHEL,7.5,Red Hat Enterprise Linux Server release 7.5,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,4,cpu2017-20181210-10027.csv,6.768601,262.240288,11.115909,358.225323,14.141619,333.837315,6.223622,262.066059,10.95238,129.378272,13.189665,133.741078,6.220346,230.373021,4.993717,341.629321,15.556166,188.992578,8.6359,715.848923
Intel,Dell Inc.,Xeon Gold 6212U,Dell Inc.,2400,3900,x86_64,24,1,24,1,1,32,32,1024.0,36608.0,196496000,6,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,ext4,24,cpu2017-20190916-18012.csv,6.771027,262.14634,9.63321,413.3617,12.417471,380.190126,8.971912,181.789575,12.41742,114.113882,14.298041,123.373546,5.681589,252.218172,4.767934,357.80697,16.673022,176.332765,20.363893,303.576532
AMD,Dell Inc.,EPYC 7552,Dell Inc.,2200,3300,x86_64,96,2,48,1,12,32,32,512,196608.0,263581788,8,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,48,cpu2017-20200203-20742.csv,4.477002,396.470642,9.154575,434.973762,14.15223,333.587003,4.751531,343.257797,9.147641,154.90332,11.952053,147.589705,4.711657,304.139267,4.158318,410.262009,15.595926,188.510763,19.68012,314.124093
Intel,Dell Inc.,Xeon Platinum 8180,Dell Inc.,2500,3800,x86_64,112,1,28,4,4,32,32,1024.0,39424.0,791224424,48,16777216.0,2666,900.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,112,cpu2017-20171016-00110.csv,6.355644,279.27933,9.848555,404.323276,11.23905,420.053312,7.574859,215.317547,9.721371,145.76133,12.190096,144.707635,5.136177,279.001302,4.451992,383.199265,13.758862,213.680463,25.263313,244.702664
Intel,Hewlett Packard Enterprise,Xeon Gold 5215,HPE,2500,3400,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,197723888,12,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,20,cpu2017-20190514-14010.csv,5.870684,302.349784,8.152868,488.417076,11.342656,416.216432,5.650524,288.645809,10.831401,130.823336,11.831957,149.087761,4.861637,294.756685,4.146546,411.426757,12.159562,241.785018,18.673146,331.063651
Intel,NEC Corporation,Xeon E3-1225 v6,NEC Corporation,3300,3700,x86_64,4,1,4,1,1,32,32,256,8192.0,65915028,4,16777216.0,2400,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,4,cpu2017-20181112-09511.csv,5.895564,301.073834,9.86774,403.537189,12.482549,378.20801,5.695328,286.375101,9.605494,147.519742,11.42517,154.395952,5.437625,263.534174,4.308642,395.948382,13.426443,218.970876,7.965559,776.091164
Intel,Supermicro,Core i9-9900K,Supermicro,3600,5000,x86_64,8,1,8,1,1,32,32,256,16384.0,65826020,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,8,cpu2017-20190107-10471.csv,8.197279,216.535265,13.097204,304.034346,16.092445,293.367485,7.467044,218.426463,13.162501,107.654314,15.343966,114.963759,7.162687,200.06459,5.815242,293.366986,18.110259,162.338927,15.192125,406.921345
Intel,Supermicro,Xeon W-2155,Supermicro,3300,4500,x86_64,10,1,10,1,1,32,32,1024.0,14080.0,65659100,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,10,cpu2017-20181002-09067.csv,7.232808,245.409534,10.533441,378.034095,13.147399,359.082441,5.903333,276.284603,11.155536,127.022139,13.913653,126.781943,6.200641,231.105154,5.261008,324.272444,16.289812,180.480903,15.282196,404.523026
Intel,Huawei,Xeon Platinum 8260M,Huawei,2400,3900,x86_64,48,1,24,2,2,32,32,1024.0,36608.0,394426256,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,48,cpu2017-20190428-12585.csv,6.798469,261.088199,9.97111,399.353748,12.679469,372.334212,9.132835,178.586378,12.437188,113.932505,14.379795,122.672127,5.47932,261.528793,4.778659,357.00389,14.126698,208.116572,23.717295,260.653671
Intel,Cisco Systems,Xeon Silver 4210R,Cisco Systems,2400,3200,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,791208848,24,33554432.0,2933,960.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,btrfs,20,cpu2017-20200303-21198.csv,5.463447,324.886453,7.112499,559.859513,10.131156,465.988287,5.208081,313.16719,10.111448,140.138182,11.347629,155.450976,4.58004,312.879346,3.923167,434.852805,13.717779,214.32041,17.990028,343.634827
Intel,Huawei,Xeon Gold 6126,Huawei,2600,3700,x86_64,48,1,12,4,4,32,32,1024.0,19712.0,1583347128,48,33554432.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,48,cpu2017-20180605-06634.csv,6.183595,287.04985,8.75271,454.944808,10.72908,440.01908,5.495216,296.803605,9.491595,149.28998,11.382543,154.974157,5.107993,280.540709,4.311308,395.703589,13.462902,218.377874,23.030382,268.428024
Intel,Cisco Systems,Xeon Gold 6126,Cisco Systems,2600,3700,x86_64,48,1,12,4,4,32,32,1024.0,19712.0,1583916260,48,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,48,cpu2017-20181113-09727.csv,6.21347,285.66968,8.808631,452.056626,10.867708,434.406216,5.526069,295.146503,9.443374,150.052303,11.426523,154.377666,5.085126,281.802282,4.371712,390.236165,13.292324,221.180276,22.744991,271.796106
Intel,Hewlett Packard Enterprise,Xeon Gold 5215,HPE,2500,3400,x86_64,40,1,10,4,4,32,32,1024.0,14080.0,791973864,24,33554432.0,2933,480.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,40,cpu2017-20190625-15798.csv,5.853064,303.259953,7.68729,517.997913,11.002467,429.085574,5.622388,290.090266,10.812166,131.056073,11.79022,149.615523,4.743215,302.115746,4.148027,411.279831,12.212762,240.731788,20.238555,305.456586
Intel,Hewlett Packard Enterprise,Xeon Bronze 3104,HPE,1700,1700,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,197575964,12,16777216.0,2666,480.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,12,cpu2017-20171226-02258.csv,2.817699,629.946673,4.565739,872.14789,5.851137,806.851677,2.870239,568.24531,4.447405,318.612731,4.72257,373.525435,2.533848,565.542896,1.977273,862.804488,6.168428,476.620608,8.073557,765.709549
Intel,Cisco Systems,Xeon Platinum 8260Y,Cisco Systems,2400,3900,x86_64,96,1,24,4,4,32,32,1024.0,36608.0,1583884788,48,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,96,cpu2017-20191111-19779.csv,6.842177,259.420349,9.94202,400.522237,12.609753,374.392745,9.050726,180.206529,12.37121,114.540134,14.361039,122.832334,5.474889,261.740476,4.782535,356.714603,16.695864,176.09152,24.252548,254.901055
Intel,Lenovo Global Technology,Xeon Gold 5122,Lenovo Global Technology,3600,3700,x86_64,8,1,4,2,2,32,32,1024.0,16896.0,395893492,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,8,cpu2017-20180807-08197.csv,6.027896,294.464249,8.785797,453.231497,10.870926,434.277632,5.253105,310.483034,9.377222,151.11085,11.558256,152.618187,5.022695,285.304989,4.334706,393.567623,13.34225,220.352634,13.388018,461.75616
AMD,Dell Inc.,EPYC 7262,Dell Inc.,3200,3400,x86_64,16,2,8,1,8,32,32,512,131072.0,263746960,8,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,8,cpu2017-20191014-19058.csv,4.744468,374.119929,9.554365,416.772872,14.765588,319.729893,4.544377,358.905117,9.200517,154.013089,12.511002,140.995904,4.883477,293.438444,4.254876,400.951732,16.213095,181.334898,13.829265,447.023021
Intel,Huawei,Xeon Gold 6148,Huawei,2400,3700,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,394117236,24,16777216.0,2666,1200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,80,cpu2017-20171213-01913.csv,6.247139,284.130084,9.880367,403.021451,11.669696,404.552108,6.900156,236.371475,9.608814,147.468774,11.590254,152.19684,5.233636,273.805839,4.311753,395.662766,13.45707,218.472524,23.122037,267.363986
Intel,Hewlett Packard Enterprise,Xeon Silver 4208,HPE,2100,3200,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,197723544,12,16777216.0,2933,800.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,16,cpu2017-20200220-21018.csv,5.37731,330.090672,7.412449,537.204365,10.47671,450.618567,4.991519,326.754263,10.043149,141.091209,11.334142,155.63596,4.586053,312.469144,3.911204,436.182875,13.68084,214.899081,16.249258,380.448144
Intel,Cisco Systems,Xeon Gold 6240Y,Cisco Systems,2600,3900,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,791205580,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,36,cpu2017-20190930-18827.csv,6.723696,263.991708,9.26328,429.869336,12.006634,393.199302,6.70838,243.128761,12.152938,116.597322,14.041338,125.629052,5.016872,285.636143,4.77823,357.035986,16.725686,175.777548,20.588561,300.263823
