vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,603.bwaves_s,t_603.bwaves_s,607.cactuBSSN_s,t_607.cactuBSSN_s,619.lbm_s,t_619.lbm_s,621.wrf_s,t_621.wrf_s,627.cam4_s,t_627.cam4_s,628.pop2_s,t_628.pop2_s,638.imagick_s,t_638.imagick_s,644.nab_s,t_644.nab_s,649.fotonik3d_s,t_649.fotonik3d_s,654.roms_s,t_654.roms_s
Intel,Huawei,Xeon Gold 6128,Huawei,3400,3700,x86_64,12,1,6,2,2,32,32,1024.0,19712.0,394174888,12,33554432.0,2666,2000.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,12,cpu2017-20180810-08318.csv,369.96216,159.470363,79.326308,210.14466,38.394798,136.424732,57.406213,230.393182,42.443859,208.817015,57.940896,204.915713,49.412886,291.948134,84.587556,206.555206,72.469615,125.79065,80.811664,194.835736
Intel,Huawei,Xeon Platinum 8158,Huawei,3000,3700,x86_64,24,1,12,2,2,32,32,1024.0,25344.0,394174996,12,33554432.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,24,cpu2017-20180531-06588.csv,464.532029,127.005236,121.993767,136.646325,43.860545,119.423962,80.761771,163.765601,72.195806,122.763363,66.648657,178.143125,86.455497,166.860413,156.332714,111.761637,82.996925,109.835395,110.952972,141.90697
AMD,Supermicro,EPYC 7F32,Supermicro,3700,3900,x86_64,16,2,8,1,4,32,32,512,131072.0,528313956,8,67108864.0,3200,200.0,Ubuntu,19.04,Ubuntu 19.04,C/C++/Fortran: Version 2.0.0 of AOCC,Yes,ext4,8,cpu2017-20200331-21862.csv,214.813185,274.647946,80.835834,206.220424,25.593473,204.661557,62.389023,211.992419,29.004603,305.572185,45.099756,263.26085,46.914372,307.49639,65.457023,266.923231,40.981321,222.442803,75.496703,208.552153
AMD,Lenovo Global Technology,EPYC 7702,Lenovo Global Technology,2000,3350,x86_64,64,1,64,1,1,32,32,512,262144.0,263944044,8,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 1.3.0 of AOCC,Yes,xfs,64,cpu2017-20190820-17196.csv,331.001784,178.240731,220.452907,75.617057,31.112278,168.357973,152.100285,86.955787,101.74854,87.106901,66.820692,177.684481,213.407831,67.598269,282.578451,61.830617,61.151527,149.072319,140.762228,111.855291
Intel,Hewlett Packard Enterprise,Xeon Gold 6140,HPE,2300,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,197748712,12,16777216.0,2666,480.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,36,cpu2017-20171226-02354.csv,458.081188,128.793763,142.016683,117.380576,40.824045,128.306737,83.759819,157.903875,83.357616,106.325018,64.832064,183.134691,105.793238,136.360322,188.888557,92.498986,79.421157,114.780499,104.13677,151.195395
Intel,Lenovo Global Technology,Xeon Silver 4114T,Lenovo Global Technology,2200,3000,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,395893764,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,20,cpu2017-20180205-03175.csv,347.700513,169.680509,85.137208,195.801582,33.017956,158.640955,58.46277,226.229443,43.508503,203.707308,52.0609,228.059829,53.367415,270.314762,97.887492,178.490628,64.074489,142.271911,68.60745,229.494026
Intel,Tyrone Systems,Xeon Gold 6248,Netweb Pte Ltd,2500,3900,x86_64,80,2,20,2,2,32,32,1024.0,28160.0,394857620,12,33554432.0,2933,480.0,CentOS,7,CentOS Linux release 7.7.1908 (Core),C/C++: Version 19.0.4.243 of Intel C/C++,Yes,xfs,40,cpu2017-20200218-21005.csv,468.303825,125.982315,147.472203,113.038252,93.579993,55.973503,120.978229,109.325456,96.146902,92.181857,67.653067,175.498326,124.115833,116.230135,224.653422,77.773131,84.487397,107.897749,122.98167,128.027209
Intel,Lenovo Global Technology,Xeon Silver 4208,Lenovo Global Technology,2100,3200,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,197707304,12,16777216.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.0.117 of Intel,Yes,btrfs,16,cpu2017-20190513-13753.csv,315.887243,186.769176,73.314368,227.376987,57.090675,91.748784,67.676385,195.430061,34.45146,257.260505,46.61345,254.711892,44.913423,321.195738,85.948913,203.283549,61.902731,147.263292,67.099259,234.652368
Intel,Lenovo Global Technology,Xeon Gold 6154,Lenovo Global Technology,3000,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,395892600,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,36,cpu2017-20180529-06564.csv,488.991853,120.652317,157.036272,106.153819,43.034621,121.715954,98.585179,134.158097,90.605888,97.81925,67.767411,175.202207,119.584209,120.634657,237.986221,73.416015,79.420865,114.78092,113.446463,138.787932
Intel,Dell Inc.,Xeon Gold 5218N,Dell Inc.,2300,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,394677176,12,33554432.0,2933,960.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,ext4,32,cpu2017-20190805-16534.csv,453.03453,130.228484,125.74084,132.574269,88.255407,59.350471,127.120266,104.043206,81.335749,108.968075,68.869955,172.397382,98.926648,145.825218,186.214248,93.827407,76.850138,118.620476,151.561264,103.885383
Intel,Lenovo Global Technology,Xeon Gold 5122,Lenovo Global Technology,3600,3700,x86_64,8,1,4,2,2,32,32,1024.0,16896.0,395893764,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,8,cpu2017-20171127-01023.csv,257.737161,228.90762,54.993718,303.125534,29.245056,179.107195,49.807353,265.543123,27.597749,321.149381,43.756149,271.344722,33.799918,426.805772,60.007305,291.164552,54.529651,167.175102,52.881595,297.740642
Intel,Lenovo Global Technology,Xeon Gold 6244,Lenovo Global Technology,3600,4400,x86_64,16,1,8,2,4,32,32,1024.0,25344.0,197705400,12,16777216.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.0.117 of Intel,Yes,btrfs,16,cpu2017-20190429-12911.csv,455.744166,129.454208,98.188356,169.775732,82.715598,63.32542,104.753783,126.25797,56.791949,156.060852,63.529924,186.888309,75.142713,191.981357,144.589927,120.838293,76.124499,119.751199,110.190823,142.888487
Intel,Cisco Systems,Xeon Platinum 8168,Cisco Systems,2700,3700,x86_64,48,1,24,2,2,32,32,1024.0,33792.0,791226512,24,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,48,cpu2017-20181113-09765.csv,482.923041,122.168534,175.942086,94.747086,43.504226,120.402095,95.009271,139.207467,103.310095,85.790261,58.960173,201.373221,144.136517,100.085671,277.396866,62.985571,82.051284,111.101247,152.476877,103.261559
AMD,ASUSTeK Computer Inc.,EPYC 7402,ASUSTeK Computer Inc.,2800,3350,x86_64,96,2,24,2,8,32,32,512,131072.0,1056674924,16,67108864.0,3200,1024.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,48,cpu2017-20191220-20428.csv,550.087372,107.252053,237.525203,70.182026,57.543136,91.027365,107.450464,123.089278,90.811041,97.598264,52.834083,224.722365,193.675422,74.485445,276.455268,63.200098,90.641335,100.572217,208.626632,75.469751
Intel,Dell Inc.,Xeon Gold 5118,Dell Inc.,2300,3200,x86_64,48,2,12,2,2,32,32,1024.0,16896.0,196687636,12,16777216.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,48,cpu2017-20180122-02911.csv,365.224045,161.5392,104.602646,159.364994,33.990083,154.103772,60.140478,219.918437,58.40805,151.742781,47.639382,249.226575,63.035138,228.856483,141.276964,123.671967,67.820622,134.413395,83.522567,188.511927
Intel,Supermicro,Xeon E-2124G,Supermicro,3400,4500,x86_64,4,1,4,1,1,32,32,256,8192.0,65827504,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,4,cpu2017-20181210-10175.csv,82.413499,715.877871,39.660627,420.316096,7.255873,721.89802,30.651826,431.491416,17.829593,497.094909,29.104495,407.943854,18.901281,763.228675,36.993973,472.293155,17.964215,507.453278,15.376505,1023.964812
Intel,Supermicro,Celeron G4920,Supermicro,3200,3200,x86_64,2,1,2,1,1,32,32,256,2048.0,65828732,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 19.0.0.117 of Intel C/C++,Yes,xfs,2,cpu2017-20190401-11668.csv,57.258861,1030.373275,14.338955,1162.567313,9.378811,558.49294,12.00863,1101.374564,7.486035,1183.93777,11.360081,1045.151043,3.996338,3609.805087,11.947189,1462.436074,15.505656,587.914498,9.679045,1626.710115
Intel,Lenovo Global Technology,Xeon Gold 6230T,Lenovo Global Technology,2100,3900,x86_64,160,2,20,4,4,32,32,1024.0,28160.0,1584959312,48,33554432.0,2933,800.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel,Yes,tmpfs,80,cpu2017-20191014-19177.csv,814.765026,72.411061,195.302814,85.354633,164.922413,31.760389,129.504086,102.128052,139.265837,63.640877,61.826284,192.038065,181.356146,79.54514,329.780492,52.980696,120.775161,75.479096,298.913553,52.674092
Intel,Lenovo Global Technology,Xeon Gold 6226,Lenovo Global Technology,2700,3700,x86_64,24,1,12,2,2,32,32,1024.0,19712.0,197401216,12,16777216.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,xfs,24,cpu2017-20190926-18664.csv,436.232809,135.244298,114.567582,145.503638,83.991397,62.36353,118.817207,111.313844,67.56149,131.1842,63.130205,188.07162,88.263261,163.442863,165.994463,105.256523,79.59378,114.531562,103.019112,152.835719
Intel,NEC Corporation,Xeon Bronze 3106,NEC Corporation,1700,1700,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,394644624,12,33554432.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,ext4,16,cpu2017-20180514-05545.csv,272.619675,216.41138,54.912171,303.575688,28.777169,182.019295,34.502177,383.338128,22.432315,395.099655,32.004605,370.97786,28.933096,498.598559,53.898617,324.164164,50.542079,180.364562,52.506188,299.869418
Intel,Hewlett Packard Enterprise,Xeon Gold 6248,HPE,2500,3900,x86_64,40,1,20,2,2,32,32,1024.0,28160.0,197717948,12,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,40,cpu2017-20190415-11915.csv,475.870541,123.979097,151.258595,110.208613,95.868194,54.637516,122.513011,107.955881,106.653985,83.100505,62.79704,189.069422,128.853003,111.957034,238.184114,73.355018,80.87651,112.715052,126.163917,124.797964
Intel,Hewlett Packard Enterprise,Xeon Gold 6248R,HPE,3000,4000,x86_64,48,1,24,2,2,32,32,1024.0,36608.0,395905708,24,16777216.0,2933,400.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,btrfs,48,cpu2017-20200217-20898.csv,539.29051,109.399292,178.196687,93.548316,106.807728,49.041395,138.261853,95.659068,116.699841,75.946976,67.529347,175.819854,165.329048,87.256294,308.577866,56.621041,86.531836,105.34851,167.845501,93.806506
Intel,Dell Inc.,Xeon E-2226G,Dell Inc.,3400,4700,x86_64,6,1,6,1,1,32,32,256,12288.0,65801188,4,16777216.0,2666,960.0,SLES,15.1,Suse Linux Enterprise Server 15 SP1,C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,6,cpu2017-20191209-20333.csv,80.320621,734.531175,53.503223,311.570018,16.38623,319.658638,36.952965,357.914443,24.351832,363.956184,34.922979,339.97672,28.800319,500.897238,56.665313,308.336778,17.331253,525.98622,16.88954,932.233775
Intel,Lenovo Global Technology,Xeon Platinum 8280M,Lenovo Global Technology,2700,4000,x86_64,112,1,28,4,4,32,32,1024.0,39424.0,792225040,48,16777216.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,btrfs,112,cpu2017-20190916-18176.csv,807.043524,73.103864,216.010848,77.17205,155.378526,33.711222,141.468927,93.490495,174.463758,50.801382,67.514078,175.859618,268.950299,53.638163,507.904142,34.400192,125.214118,72.803292,430.598408,36.565393
Intel,Huawei,Xeon Gold 5218N,Huawei,2300,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,394430292,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,32,cpu2017-20190428-12503.csv,475.155235,124.165737,130.657014,127.585956,89.377641,58.605261,109.546187,120.734462,72.407635,122.404218,62.618574,189.608277,97.869472,147.400407,175.768843,99.403283,81.301817,112.125416,145.910552,107.908577
Intel,Cisco Systems,Xeon Gold 6226,Cisco Systems,2700,3700,x86_64,48,1,12,4,4,32,32,1024.0,19712.0,1583896512,48,33554432.0,2933,300.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,48,cpu2017-20191029-19445.csv,819.625102,71.98169,177.32126,94.01016,142.673752,36.71313,129.503197,102.128753,115.480788,76.748697,39.148098,303.284211,158.083479,91.255583,293.065641,59.618043,108.234253,84.224723,220.674905,71.3493
Intel,Cisco Systems,Xeon Platinum 8260L,Cisco Systems,2400,3900,x86_64,48,1,24,2,2,32,32,1024.0,36608.0,790935996,24,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,Yes,xfs,48,cpu2017-20190913-17829.csv,531.188957,111.067821,161.268251,103.368145,97.373936,53.792629,123.753043,106.87414,107.231667,82.652823,63.413299,187.23202,141.837234,101.708131,268.874826,64.981911,85.736661,106.325577,177.974435,88.467762
Intel,Lenovo Global Technology,Xeon Gold 6240Y,Lenovo Global Technology,2600,3900,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,395878448,24,16777216.0,2933,800.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.0.117 of Intel,Yes,xfs,36,cpu2017-20190429-12951.csv,526.87773,111.976644,150.392772,110.843093,96.087942,54.512563,129.20993,102.360554,90.016984,98.459197,67.218057,176.634084,114.258414,126.25766,229.920748,75.991402,85.57341,106.528418,119.630083,131.614052
Intel,Lenovo Global Technology,Xeon Platinum 8280,Lenovo Global Technology,2700,4000,x86_64,224,1,28,8,8,32,32,1024.0,39424.0,3170316640,96,33554432.0,2933,960.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,224,cpu2017-20190401-11615.csv,962.393195,61.303426,242.697089,68.686444,106.124956,49.356911,123.232259,107.325794,198.244462,44.707428,64.663632,183.611709,301.128214,47.906504,549.244542,31.810967,132.218998,68.946219,759.746566,20.724016
Intel,Lenovo Global Technology,Xeon Silver 4215,Lenovo Global Technology,2500,3500,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,395880312,24,16777216.0,2933,800.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,16,cpu2017-20190514-14054.csv,334.591223,176.328594,81.492431,204.558875,64.840309,80.783082,82.711516,159.905181,42.296863,209.542727,54.35926,218.417249,53.96628,267.315071,100.802117,173.329693,64.881034,140.503309,75.155886,209.497895
Intel,Fujitsu,Xeon E-2146G,Fujitsu,3500,4500,x86_64,12,2,6,1,1,32,32,256,12288.0,65543968,4,16777216.0,2666,240.0,RHEL,7.5,Red Hat Enterprise Linux Server release 7.5,C/C++: Version 19.0.0.117 of Intel C/C++,Yes,xfs,6,cpu2017-20181113-09798.csv,77.878985,757.559947,52.218953,319.232753,15.976565,327.855206,38.659999,342.110714,25.122944,352.785091,36.37973,326.363062,28.670095,503.172385,54.546003,320.316779,17.157731,531.305697,16.398539,960.146538
AMD,Hewlett Packard Enterprise,EPYC 7452,HPE,2350,3350,x86_64,64,1,32,2,2,32,32,512,131072.0,1056393464,16,67108864.0,2933,400.0,SLES,15.1,SUSE Linux Enterprise Server 15 (x86_64) SP1,C/C++: Version 1.3.0 of AOCC,Yes,xfs,64,cpu2017-20190723-16400.csv,520.115758,113.432441,241.361876,69.066417,51.111643,102.481542,140.175453,94.353182,142.443315,62.221242,53.378984,222.428361,217.211505,66.41453,310.089269,56.345065,81.13863,112.350923,207.838606,75.755897
Intel,NEC Corporation,Xeon Platinum 8170M,NEC Corporation,2100,3700,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,197745316,24,8388608.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,Yes,ext4,52,cpu2017-20180625-07283.csv,499.730234,118.059697,173.59277,96.029345,45.644247,114.757069,87.340692,151.429988,102.024785,86.871048,60.372131,196.663591,138.88106,103.873055,266.355715,65.59649,85.484628,106.639055,138.659719,113.551362
Intel,Huawei,Xeon Platinum 8270,Huawei,2700,4000,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,394426528,24,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,52,cpu2017-20190428-12592.csv,542.079114,108.836512,182.438475,91.37327,105.931295,49.447144,129.240763,102.336134,120.221629,73.722175,58.587893,202.652792,139.57664,103.355404,303.636152,57.542555,88.979334,102.450756,152.84552,103.012506
Intel,Huawei,Xeon Bronze 3204,Huawei,1900,1900,x86_64,12,1,6,2,2,32,32,1024.0,8448.0,196268808,12,16777216.0,2933,1200.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,12,cpu2017-20190426-12401.csv,226.841982,260.084132,49.139848,339.235892,35.351012,148.171146,40.868467,323.623586,19.968727,443.84401,34.01961,349.004588,25.900587,556.975795,46.999499,371.748645,44.779212,203.576608,42.147261,373.571129
Intel,Huawei,Xeon Gold 6140M,Huawei,2300,3700,x86_64,36,1,18,2,2,32,32,1024.0,25344.0,790512260,24,33554432.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,36,cpu2017-20180828-08711.csv,492.849789,119.707873,149.296298,111.657156,43.530696,120.328883,83.810451,157.808482,84.597537,104.766644,66.836094,177.643535,104.281645,138.336905,188.941065,92.47328,82.589603,110.377089,111.871549,140.741771
Intel,Lenovo Global Technology,Xeon Gold 6238,Lenovo Global Technology,2100,3700,x86_64,88,1,22,4,4,32,32,1024.0,30976.0,1584955816,48,33554432.0,2933,800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.4.227 of Intel,Yes,tmpfs,88,cpu2017-20190902-17471.csv,898.964102,65.628872,191.729099,86.945592,168.221517,31.137515,132.291436,99.976237,145.177476,61.049415,60.777696,195.351269,203.720585,70.812677,369.298167,47.311364,122.107578,74.655481,278.852794,56.463483
Intel,Dell Inc.,Xeon Platinum 8260,Dell Inc.,2400,3900,x86_64,48,1,24,2,2,32,32,1024.0,36608.0,394692132,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,Yes,ext4,48,cpu2017-20190611-15321.csv,500.347622,117.914021,159.712344,104.375151,96.375693,54.349804,123.750045,106.876729,106.594272,83.147057,64.474784,184.149513,140.516986,102.663745,268.480153,65.077436,85.325948,106.837371,168.322789,93.540513
Intel,Supermicro,Core i3-8350K,Supermicro,4000,4000,x86_64,4,1,4,1,1,32,32,256,8192.0,65876956,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,4,cpu2017-20191001-18935.csv,70.97242,831.2807,36.68454,454.41483,14.67433,356.94975,29.25269,452.12941,17.4056,509.2039,29.72416,399.4394,18.92196,762.39453,34.69678,503.56256,16.02427,568.88701,13.86995,1135.18816
Intel,Huawei,Xeon Gold 6144,Huawei,3500,4200,x86_64,16,1,8,2,2,32,32,1024.0,25344.0,394174996,24,16777216.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,16,cpu2017-20180712-07842.csv,428.975824,137.532226,102.839476,162.097286,42.595909,122.969555,63.838762,207.178204,54.754202,161.868854,63.922969,185.739182,68.716307,209.935614,122.158617,143.027159,81.476779,111.884639,107.142874,146.95331
Intel,Hewlett Packard Enterprise,Xeon Gold 6240,HPE,2600,3900,x86_64,72,2,18,2,2,32,32,1024.0,25344.0,395892948,24,16777216.0,2666,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,xfs,72,cpu2017-20190709-16056.csv,425.814129,138.553411,139.207798,119.749039,86.594204,60.489037,128.970448,102.550625,112.305668,78.918546,59.240372,200.420755,111.187446,129.744863,245.307401,71.22492,77.837922,117.115151,110.208201,142.865956
Intel,Lenovo Global Technology,Xeon Platinum 8164,Lenovo Global Technology,2000,3700,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,197431316,12,16777216.0,2666,800.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,52,cpu2017-20171114-00707.csv,468.508622,125.927245,168.038372,99.203532,42.120859,124.356438,82.548322,160.221306,90.572656,97.855141,58.660246,202.402835,128.993612,111.834995,244.532292,71.450686,79.342306,114.894568,131.769328,119.489112
Intel,Supermicro,Core i7-9700K,Supermicro,3600,4900,x86_64,8,1,8,1,1,32,32,256,12288.0,65825824,4,16777216.0,2666,200.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,Yes,xfs,8,cpu2017-20190107-10467.csv,80.428363,733.547195,64.601191,258.044777,7.06549,741.349827,42.110949,314.075089,26.529395,334.08225,34.259581,346.559992,38.186066,377.78178,78.785773,221.765928,17.416507,523.411501,16.235519,969.787276
Intel,"New H3C Technologies Co., Ltd.",Xeon Gold 6142,"New H3C Technologies Co., Ltd.",2600,3700,x86_64,64,1,16,4,4,32,32,1024.0,22528.0,790695976,48,16777216.0,2666,600.0,RHEL,7.5,Red Hat Enterprise Linux Server release 7.5,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,64,cpu2017-20180626-07424.csv,896.585112,65.803011,189.839092,87.811208,78.811172,66.462658,77.398912,170.880954,121.140047,73.163254,56.723583,209.313293,175.875272,82.024038,323.701767,53.975609,115.441618,78.966322,230.500081,68.308002
Intel,Hewlett Packard Enterprise,Xeon Gold 5120,HPE,2200,3200,x86_64,56,1,14,4,4,32,32,1024.0,19712.0,792288896,48,16777216.0,2666,480.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,xfs,56,cpu2017-20180216-03630.csv,706.488587,83.50878,161.947401,102.934656,68.592876,76.363615,60.460016,218.756145,98.268097,90.192039,42.980175,276.243638,124.330184,116.029749,226.018297,77.303476,90.406435,100.83353,111.57105,141.120837
Intel,Hewlett Packard Enterprise,Xeon Platinum 8270,HPE,2700,4000,x86_64,104,1,26,4,4,32,32,1024.0,36608.0,792247376,24,33554432.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,Yes,btrfs,104,cpu2017-20190625-15756.csv,802.803474,73.489966,227.572986,73.251225,162.244789,32.28455,137.978656,95.855405,174.20039,50.878187,53.827641,220.574408,268.216374,53.784934,496.272813,35.206442,103.125249,88.397362,146.551474,107.436654
Intel,NEC Corporation,Xeon Silver 4114,NEC Corporation,2200,3000,x86_64,20,1,10,2,2,32,32,1024.0,14080.0,394644592,12,33554432.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,Yes,ext4,20,cpu2017-20180610-06732.csv,348.029302,169.520209,82.520588,202.010195,33.345856,157.080989,57.441686,230.2509,43.02304,206.005898,51.478779,230.638728,53.68429,268.719209,97.176253,179.797013,65.126272,139.974234,68.455304,230.00409
Intel,Dell Inc.,Xeon Gold 6144,Dell Inc.,3500,4200,x86_64,32,2,8,2,2,32,32,1024.0,25344.0,196682072,12,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,Yes,btrfs,32,cpu2017-20180205-03320.csv,402.122428,146.716512,96.842037,172.135991,37.888784,138.246717,84.233283,157.016319,63.894657,138.712693,62.431549,190.176284,64.645328,223.156112,141.408727,123.556731,73.893852,123.36615,108.048377,145.721763
AMD,Lenovo Global Technology,EPYC 7272,Lenovo Global Technology,2900,3200,x86_64,48,2,12,2,2,32,32,512,65536.0,1056711748,32,33554432.0,3200,960.0,SLES,12.5,SUSE Linux Enterprise Server 12 SP5 (x86_64),C/C++/Fortran: Version 2.0.0 of AOCC,Yes,xfs,24,cpu2017-20200609-22836.csv,317.075332,186.069347,156.999206,106.178881,36.255249,144.47563,97.840443,135.179273,57.136931,155.118588,51.105327,232.324117,106.31963,135.685198,147.490434,118.46192,66.372125,137.346815,108.120005,145.625225
Intel,Cisco Systems,Xeon Gold 6130,Cisco Systems,2100,3700,x86_64,32,1,16,2,2,32,32,1024.0,22528.0,791225568,24,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,Yes,xfs,32,cpu2017-20181211-10243.csv,465.137976,126.839783,126.173074,132.120107,89.110818,58.780742,111.283702,118.849389,73.399883,120.749512,63.576055,186.7527,94.594803,152.503092,169.538011,103.056535,79.348152,114.886104,144.760995,108.765486
