vendor,hardware_vendor,model_name,test_sponsor,nominal_mhz,max_mhz,arch,cpus,threads_per_core,cores_per_socket,sockets,numas,l1d_cache_kb,l1i_cache_kb,l2_cache_kb,l3_cache_kb,mem_kb,mem_channels,channel_kb,mem_data_rate,storage_gb,os_name,os_vid,os,compiler,parallel,file_system,threads_or_copies,file,503.bwaves_r,t_503.bwaves_r,507.cactuBSSN_r,t_507.cactuBSSN_r,508.namd_r,t_508.namd_r,510.parest_r,t_510.parest_r,511.povray_r,t_511.povray_r,519.lbm_r,t_519.lbm_r,521.wrf_r,t_521.wrf_r,526.blender_r,t_526.blender_r,527.cam4_r,t_527.cam4_r,538.imagick_r,t_538.imagick_r,544.nab_r,t_544.nab_r,549.fotonik3d_r,t_549.fotonik3d_r,554.roms_r,t_554.roms_r
Intel,Dell Inc.,Xeon Gold 6152,Dell Inc.,2100,3700,x86_64,88,2,22,2,4,32,32,1024.0,30976.0,196689516,12,16777216.0,2666,480.0,CentOS,7,CentOS Linux release 7.4.1708 (Core),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,88,cpu2017-20180122-02828.csv,455.891216,1935.689924,188.9404,589.646188,169.126936,494.303196,111.447864,2065.611383,265.001352,775.39236,109.267664,848.851573,204.890488,962.075021,233.785552,573.277557,227.115944,677.680304,344.070936,636.07808,305.042232,485.519722,138.997496,2467.210652,86.8274,1610.4594
Intel,Lenovo Global Technology,Xeon Platinum 8170M,Lenovo Global Technology,2100,3700,x86_64,104,2,26,2,4,32,32,1024.0,36608.0,395892188,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,104,cpu2017-20180514-05653.csv,470.090504,2218.534725,207.238096,635.327167,187.221112,527.71834,117.959712,2306.415037,293.400952,827.672938,114.58252,956.655433,211.565016,1101.12706,263.23128,601.7217,253.499168,717.540927,400.130016,646.409914,353.541552,495.081867,144.77892,2799.358365,90.537408,1825.278254
Intel,Cisco Systems,Xeon Bronze 3106,Cisco Systems,1700,1700,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,791225692,24,33554432.0,2666,400.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,16,cpu2017-20190108-10625.csv,287.377936,558.317031,46.27848,437.698057,38.4928,394.879086,44.652496,937.371867,58.144256,642.539764,63.711776,264.69205,71.306928,502.615909,46.858624,520.032375,50.494656,554.197262,117.511392,338.622476,63.89328,421.452756,95.369168,653.796171,48.562992,523.526181
Intel,NEC Corporation,Xeon Platinum 8164,NEC Corporation,2000,3700,x86_64,104,2,26,2,4,32,32,1024.0,36608.0,197737892,12,16777216.0,2666,600.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,ext4,104,cpu2017-20180917-08886.csv,453.69428,2298.711047,191.960912,685.889556,169.255112,583.734379,110.93004,2452.572065,265.756296,913.769508,109.25356,1003.317479,201.223984,1157.715091,253.254976,625.42501,256.092512,710.274654,579.5192,446.314813,409.729008,427.189669,150.975344,2684.464055,84.159712,1963.598803
Intel,Cisco Systems,Xeon Platinum 8260Y,Cisco Systems,2400,3900,x86_64,192,2,24,4,8,32,32,1024.0,36608.0,1583868080,48,33554432.0,2933,1945.6,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,192,cpu2017-20191111-19776.csv,1073.33184,1793.830928,409.809984,593.133333,403.586112,451.948101,262.53024,1913.1961,590.805312,758.828753,255.330048,792.574148,482.29152,891.742851,557.338176,524.66526,597.409536,562.106871,1243.625472,383.961245,898.685184,359.56527,340.958592,2194.471921,212.88192,1433.132448
Intel,Hewlett Packard Enterprise,Xeon Silver 4108,HPE,1800,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,197556252,24,8388608.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 (x86_64) SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,32,cpu2017-20171031-00475.csv,305.069216,1051.879277,63.96272,633.368895,48.661888,624.718734,55.0944,1519.428572,78.843648,947.698588,64.60144,522.093667,84.108768,852.229901,68.005568,716.647046,63.077024,887.296274,95.707072,831.537259,84.360928,638.399855,93.178592,1338.333103,50.460544,1007.678512
Intel,Lenovo Global Technology,Xeon Gold 6240,Lenovo Global Technology,2600,3900,x86_64,144,2,18,4,8,32,32,1024.0,25344.0,1584958348,48,33554432.0,2933,960.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,144,cpu2017-20190514-13990.csv,935.141616,1544.18528,345.214944,528.08838,311.391072,439.319002,217.417824,1732.626668,482.819328,696.409553,219.882672,690.258995,403.458912,799.486691,466.492464,470.129745,483.169824,521.25773,1009.952352,354.598918,751.927104,322.307853,302.513472,1855.018097,172.608048,1325.638828
Intel,Hewlett Packard Enterprise,Xeon Platinum 8276,HPE,2200,4000,x86_64,112,2,28,2,4,32,32,1024.0,39424.0,395609668,24,16777216.0,2666,480.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,112,cpu2017-20190430-13517.csv,488.736192,2298.04132,244.769392,579.288147,231.767872,459.080106,120.797936,2425.472166,353.442992,739.921304,120.217888,981.950429,214.882976,1167.519262,343.926464,495.966451,334.477472,585.653878,737.191056,377.845086,536.490304,351.35025,160.764464,2714.928616,91.505792,1944.881958
Intel,Lenovo Global Technology,Xeon Gold 6130T,Lenovo Global Technology,2100,3700,x86_64,128,2,16,4,8,32,32,1024.0,22528.0,1584766288,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,tmpfs,128,cpu2017-20171223-01973.csv,929.92128,1380.314647,296.139648,547.201217,253.98912,478.760598,209.68768,1596.888815,407.658112,733.163361,211.96544,636.481199,394.313088,727.138022,351.629568,554.401549,350.44416,638.823543,507.130368,627.720197,447.807616,481.063785,275.414144,1811.148855,169.442048,1200.363389
Intel,Hewlett Packard Enterprise,Xeon Platinum 8280,HPE,2700,4000,x86_64,56,2,28,1,2,32,32,1024.0,39424.0,197715764,12,16777216.0,2933,400.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,btrfs,56,cpu2017-20190319-11326.csv,266.023352,2110.972725,131.1604,540.52899,123.413248,431.07203,66.642744,2198.228951,191.55192,682.634688,65.080848,906.93353,117.298216,1069.411009,183.448216,464.915898,184.569112,530.662948,403.227496,345.393098,291.645536,323.159394,87.618104,2490.718823,50.111376,1775.724075
Intel,Dell Inc.,Xeon Platinum 8170,Dell Inc.,2100,3700,x86_64,52,1,26,2,2,32,32,1024.0,36608.0,394755284,24,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,52,cpu2017-20180514-05620.csv,497.607136,1047.927078,188.887244,348.525357,191.620728,257.800893,160.196452,849.157485,277.60616,437.382212,118.913236,460.907529,246.772864,472.013022,229.665072,344.832573,236.10288,385.204997,388.745448,332.670146,297.15114,294.516781,151.24824,1339.810831,118.873248,695.09336
Intel,Dell Inc.,Xeon Gold 6252,Dell Inc.,2100,3700,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,394685404,12,33554432.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.1.144 of Intel C/C++,No,ext4,96,cpu2017-20190611-15280.csv,511.643712,1881.559338,212.041344,573.171215,195.46464,466.580554,129.738816,1935.705106,296.152704,756.906706,120.713664,838.214869,231.068832,930.631599,276.628416,528.535779,287.098752,584.830069,598.965216,398.607474,431.704704,374.255805,164.46048,2274.783447,99.764352,1529.043474
Intel,Dell Inc.,Xeon Gold 5115,Dell Inc.,2400,3200,x86_64,40,2,10,2,2,32,32,1024.0,14080.0,395855408,24,16777216.0,2666,480.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,40,cpu2017-20180514-05576.csv,247.79604,1618.750655,88.89976,569.630291,77.90968,487.744383,62.48144,1674.737192,122.9824,759.458242,60.80188,693.399825,118.99404,752.978972,108.24772,562.783159,99.70092,701.698509,158.13892,629.067177,140.19268,480.196296,72.09992,2161.99969,48.55452,1309.044133
AMD,ASUSTeK Computer Inc.,EPYC 7302P,ASUSTeK Computer Inc.,3000,3300,x86_64,32,2,16,1,4,32,32,512,131072.0,528198772,8,67108864.0,3200,240.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++/Fortran: Version 2.0.0 of AOCC,No,xfs,32,cpu2017-20191125-20003.csv,304.974176,1052.207124,227.269792,178.255111,94.666176,321.128423,127.894624,654.538898,138.678912,538.798565,75.668032,445.736377,156.220704,458.838033,143.013664,340.778625,133.454336,419.37938,373.948576,212.820713,167.55296,321.426707,107.037888,1165.045557,76.139936,667.823027
AMD,Hewlett Packard Enterprise,EPYC 7542,HPE,2900,3400,x86_64,64,2,32,1,4,32,32,512,131072.0,528107572,8,67108864.0,3200,480.0,SLES,15.1,SUSE Linux Enterprise Server 15 (x86_64) SP1,C/C++/Fortran: Version 2.0.0 of AOCC,No,xfs,64,cpu2017-20200427-22129.csv,291.404864,2202.406512,275.147392,294.474918,181.940608,334.174975,91.323136,1833.314032,271.417664,550.590523,75.698688,891.11169,171.85728,834.180453,250.010752,389.871206,211.789184,528.525637,711.376384,223.746524,330.59232,325.815209,103.753216,2403.858472,61.237504,1660.68181
Intel,Lenovo Global Technology,Xeon Gold 6150,Lenovo Global Technology,2700,3700,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,395881228,24,16777216.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,btrfs,72,cpu2017-20171031-00301.csv,432.024336,1671.239067,170.035128,536.077396,159.10524,429.904142,102.85884,1831.16984,254.585448,660.367726,106.66692,711.44827,190.995696,844.416914,218.123424,502.724486,211.168296,596.339576,339.627384,527.236677,296.526528,408.651499,143.140392,1960.201142,95.547528,1197.393306
Intel,NEC Corporation,Xeon Gold 5217,NEC Corporation,3000,3700,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,792147560,24,33554432.0,2933,2048.0,RHEL,7.6,Red Hat Enterprise Linux Server release 7.6,C/C++: Version 19.0.4.227 of Intel C/C++,No,ext4,32,cpu2017-20200301-21032.csv,323.595616,991.657473,82.682848,489.968603,82.103968,370.262288,62.969824,1329.398899,127.015872,588.272926,79.767584,422.828458,136.635776,524.60643,104.612416,465.871995,116.697056,479.600738,239.398784,332.432765,176.01856,305.96772,110.98944,1123.566454,58.887264,863.480502
Intel,Huawei,Xeon Gold 6134,Huawei,3200,3700,x86_64,64,2,8,4,4,32,32,1024.0,25344.0,791235848,24,33554432.0,2666,900.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,ext4,64,cpu2017-20180529-06539.csv,806.295296,795.97636,173.697856,466.465196,173.482112,350.468391,190.221824,880.151229,269.760512,553.972798,151.419136,445.491963,299.164608,479.201054,222.565824,437.946839,240.661632,465.117816,347.457088,458.093989,293.547776,366.931758,212.021632,1176.3327,167.5856,606.830287
Intel,Hewlett Packard Enterprise,Xeon Platinum 8168,HPE,2700,3700,x86_64,96,2,24,2,4,32,32,1024.0,33792.0,197545204,24,8388608.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 (x86_64) SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,96,cpu2017-20171017-00191.csv,487.63344,1974.204101,229.036416,530.640447,212.196,429.791354,119.703456,2097.984525,335.249568,668.636118,118.740672,852.142456,214.127328,1004.262429,291.027168,502.386139,282.159552,595.06759,452.11824,528.074267,391.203648,413.002238,149.759232,2498.089143,90.505824,1685.461281
Intel,Huawei,Xeon Gold 6154,Huawei,3000,3700,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,394174484,12,33554432.0,2666,1200.0,RHEL,7.3,Red Hat Enterprise Linux Server release 7.3,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,72,cpu2017-20180503-05379.csv,481.590144,1499.233348,186.424848,488.947629,165.60432,413.032756,115.846704,1625.873141,261.46116,643.001832,113.41692,669.106503,212.85252,757.707667,229.802832,477.174206,237.259224,530.761281,360.552888,496.63726,305.256744,396.964243,146.842488,1910.782386,90.74628,1260.746353
Intel,Inspur Corporation,Xeon Gold 5120,Inspur Corporation,2200,3200,x86_64,112,2,14,4,4,32,32,1024.0,19712.0,1583630924,48,33554432.0,2666,4096.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,112,cpu2017-20190901-17336.csv,808.93904,1388.406172,238.135072,595.426837,200.369792,531.018211,173.159056,1692.039975,315.358064,829.27952,183.558816,643.107214,342.132896,733.282364,285.058704,598.389022,275.373504,711.353984,410.742976,678.146765,362.682208,519.727787,240.45728,1815.141138,147.326144,1207.986545
Intel,Huawei,Xeon Silver 4109T,Huawei,2000,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,790512260,24,33554432.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,32,cpu2017-20180909-08826.csv,324.540672,988.769748,68.73664,589.380115,53.21824,571.232879,57.960192,1444.301273,86.02368,868.598106,68.064416,495.530489,93.859648,763.693368,74.202432,656.797961,68.984384,811.31419,105.01296,757.849429,92.360864,583.104154,92.699648,1345.247785,50.564192,1005.612566
Intel,NEC Corporation,Xeon E3-1270 v6,NEC Corporation,3800,4200,x86_64,8,2,4,1,1,32,32,256,8192.0,65914328,4,16777216.0,2400,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,ext4,8,cpu2017-20181112-09516.csv,65.551496,1223.831778,26.94248,375.911969,23.716672,320.449692,15.91572,1314.926534,36.979152,505.149467,16.086952,524.151431,30.116688,595.019023,33.173632,367.279673,34.07256,410.653031,79.226736,251.127342,53.163848,253.254791,20.3414,1532.637598,11.164072,1138.652779
Intel,Lenovo Global Technology,Xeon Silver 4216,Lenovo Global Technology,2100,3200,x86_64,64,2,16,2,4,32,32,1024.0,22528.0,395574596,12,33554432.0,2933,960.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,64,cpu2017-20190513-13861.csv,419.03392,1531.599206,128.635456,629.872855,123.531456,492.18239,96.557312,1733.93409,179.518592,832.448647,98.161408,687.194751,177.308096,808.536246,163.828096,594.965013,182.217856,614.297592,373.927488,425.665399,276.988224,388.868522,131.491328,1896.763989,80.601408,1261.715317
Intel,Dell Inc.,Xeon E-2134,Dell Inc.,3500,4500,x86_64,8,2,4,1,1,32,32,256,8192.0,65820248,4,16777216.0,2666,960.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3,C/C++: Version 18.0.2.20180210 of Intel C/C++,No,xfs,8,cpu2017-20190204-10961.csv,72.663104,1104.054099,27.579552,367.228632,24.762448,306.916318,17.550336,1192.456007,38.248792,488.381444,17.574136,479.795883,33.1514,540.550265,35.005784,348.056795,35.454928,394.641893,83.496808,238.284561,54.839008,245.518663,22.267224,1400.084623,12.347272,1029.539065
Intel,Lenovo Global Technology,Xeon Gold 6126T,Lenovo Global Technology,2600,3700,x86_64,48,2,12,2,4,32,32,1024.0,19712.0,395893044,12,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,48,cpu2017-20180706-07566.csv,421.2084,1142.769292,118.98192,510.733119,105.810336,430.959804,100.188144,1253.32204,167.433648,669.399473,88.969104,568.64688,174.56424,615.933674,146.788176,498.023756,154.397472,543.739542,221.088288,539.947139,193.922448,416.578949,120.334176,1554.471074,79.004352,965.415392
Intel,Hewlett Packard Enterprise,Xeon Gold 5220R,HPE,2200,4000,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,395887620,12,33554432.0,2933,400.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.0.4.227 of Intel C/C++,No,btrfs,96,cpu2017-20200316-21275.csv,468.306624,2055.678596,205.208352,592.256512,190.943808,477.627382,117.866112,2130.689533,288.083424,778.107943,114.77424,881.591537,206.755776,1040.067706,260.223264,561.856019,283.634592,591.972942,617.059872,386.918671,446.649216,361.733512,153.8208,2432.128606,88.640544,1720.927671
Intel,NEC Corporation,Xeon E-2224,NEC Corporation,3400,4600,x86_64,4,1,4,1,1,32,32,256,8192.0,65719120,4,16777216.0,2666,1024.0,RHEL,7.7,Red Hat Enterprise Linux Server release 7.7,C/C++: Version 19.0.4.227 of Intel C/C++,No,ext4,4,cpu2017-20191111-19587.csv,75.008136,534.768661,26.000964,194.762022,22.223128,170.993038,19.286896,542.544551,34.799552,268.394253,18.141764,232.391958,35.828368,250.081173,29.296372,207.943847,33.929388,206.192924,76.59246,129.882234,43.475856,154.844561,22.79824,683.737046,15.360176,413.797296
Intel,Lenovo Global Technology,Xeon Gold 6242R,Lenovo Global Technology,3100,4100,x86_64,80,2,20,2,4,32,32,1024.0,36608.0,792285448,24,33554432.0,2933,800.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++: Version 19.1.1.217 of Intel,No,xfs,80,cpu2017-20200608-22799.csv,531.6476,1508.96952,352.39712,287.403007,207.97528,365.428,145.81248,1435.267948,303.95768,614.559308,123.01632,685.437368,239.97048,746.758515,268.60336,453.605585,284.09272,492.515213,713.9248,278.684815,464.20416,290.044811,162.9552,1913.163542,111.99688,1135.03122
AMD,Lenovo Global Technology,EPYC 7402P,Lenovo Global Technology,2800,3350,x86_64,48,2,24,1,4,32,32,512,131072.0,263945540,8,33554432.0,3200,960.0,SLES,15.1,SUSE Linux Enterprise Server 15 SP1 (x86_64),C/C++/Fortran: Version 2.0.0 of AOCC,No,xfs,48,cpu2017-20190927-18740.csv,295.880496,1626.819079,261.447072,232.429462,140.300112,325.017606,106.676208,1177.094624,207.939936,539.001818,75.907968,666.491387,183.22512,586.819092,202.466448,361.067214,181.34472,462.941541,562.163328,212.351107,250.241712,322.823882,104.752416,1785.696168,68.589936,1111.999519
Intel,NEC Corporation,Xeon Silver 4116,NEC Corporation,2100,3000,x86_64,48,2,12,2,2,32,32,1024.0,16896.0,197746388,24,8388608.0,2666,1024.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.2.199 of Intel C/C++,No,ext4,48,cpu2017-20180917-08896.csv,369.999312,1300.932074,103.699776,585.999228,84.286416,541.012555,74.38008,1688.194143,135.727008,825.775298,86.284608,586.338632,142.663968,753.659105,122.433312,597.092447,105.73944,793.951733,260.484864,458.283789,186.48768,433.186832,123.038064,1520.309888,66.434208,1148.082871
Intel,Huawei,Xeon Gold 6230,Huawei,2100,3900,x86_64,80,2,20,2,4,32,32,1024.0,28160.0,196227868,12,16777216.0,2933,3840.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,btrfs,80,cpu2017-20190427-12450.csv,470.39424,1705.462919,164.3576,616.217218,144.2668,526.801658,112.50624,1860.163697,223.4316,836.049965,108.44192,777.559083,192.81944,929.367025,220.19144,553.336667,217.44528,643.472187,471.87776,421.634621,344.5472,390.773751,154.60232,2016.528457,87.5836,1451.412823
Intel,Inspur Corporation,Xeon Gold 6244,Inspur Corporation,3600,4400,x86_64,64,2,8,4,8,32,32,1024.0,25344.0,1583607296,48,33554432.0,2933,480.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4,C/C++: Version 19.0.4.227 of Intel C/C++,No,xfs,64,cpu2017-20191112-19850.csv,854.501824,751.071547,166.671936,486.12855,184.872768,328.874835,195.354176,857.028125,286.724928,521.196385,155.28288,434.407219,303.985152,471.60198,272.852736,357.23299,277.53088,403.328118,616.163776,258.320921,434.808512,247.72285,255.89472,974.650811,161.956224,627.922781
Intel,Inspur Corporation,Xeon Silver 4109T,Inspur Corporation,2000,3000,x86_64,32,2,8,2,2,32,32,1024.0,11264.0,395633752,12,33554432.0,2666,480.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,32,cpu2017-20190709-16202.csv,268.406976,1195.557648,61.64464,657.18612,53.937472,563.615718,56.87104,1471.961871,82.133024,909.743731,55.047456,612.70787,94.560096,758.036498,69.032544,705.985947,65.405536,855.707404,104.936768,758.399534,91.318528,589.75991,75.056832,1661.460721,49.422176,1028.849682
Intel,Huawei,Xeon Platinum 8153,Huawei,2000,2800,x86_64,256,2,16,8,16,32,32,1024.0,22528.0,1583378172,48,33554432.0,2666,900.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,ext4,256,cpu2017-20180608-06692.csv,1796.42496,1429.042623,524.825344,617.531095,424.984832,572.255697,402.295808,1664.685224,683.885056,874.065103,395.204352,682.745639,727.90784,787.791929,567.364864,687.191014,605.103104,739.946646,837.999872,759.751907,732.397312,588.27088,519.282176,1921.175557,323.678464,1256.753078
Intel,Huawei,Xeon Bronze 3106,Huawei,1700,1700,x86_64,16,1,8,2,2,32,32,1024.0,11264.0,395141240,24,16777216.0,2666,1200.0,RHEL,7.4,Red Hat Enterprise Linux Server release 7.4,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,16,cpu2017-20180625-07315.csv,269.664016,594.992259,47.774016,423.996131,34.869152,435.91549,44.805088,934.179565,56.777712,658.004762,67.018752,251.631056,53.269616,672.803897,45.566704,534.776408,38.978048,717.942655,74.857888,531.567276,55.094832,488.757215,73.687712,846.165594,46.044608,552.160192
Intel,Lenovo Global Technology,Xeon Gold 6152,Lenovo Global Technology,2100,3700,x86_64,88,2,22,2,4,32,32,1024.0,30976.0,395892376,12,33554432.0,2666,960.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,88,cpu2017-20180625-07351.csv,465.136936,1897.213434,181.169032,614.9394,160.017792,522.441987,114.347728,2013.227822,251.503032,817.007978,110.654808,838.210305,206.60728,954.080523,226.535496,591.624707,230.945264,666.443695,339.449792,644.737467,302.571192,489.484861,140.229672,2445.530503,87.404328,1599.828979
Intel,Dell Inc.,Xeon Platinum 8260,Dell Inc.,2400,3900,x86_64,96,2,24,2,4,32,32,1024.0,36608.0,394664016,24,16777216.0,2933,480.0,Ubuntu,18.04,Ubuntu 18.04.2 LTS,C/C++: Version 19.0.4.227 of Intel C/C++,No,ext4,96,cpu2017-20190915-17862.csv,535.422912,1797.995653,218.460288,556.329889,197.109216,462.687732,133.407648,1882.470788,303.087264,739.589002,126.373824,800.672091,239.882016,896.440837,298.572576,489.690003,303.24096,553.698276,640.140192,372.968317,469.090656,344.428061,173.193792,2160.077014,104.441856,1460.564289
Intel,Inspur Corporation,Xeon Gold 5120,Inspur Corporation,2200,3200,x86_64,56,2,14,2,4,32,32,1024.0,19712.0,791007688,24,33554432.0,2666,200.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,56,cpu2017-20181211-10284.csv,407.847384,1376.907238,124.282088,570.444151,104.761272,507.821322,90.663944,1615.813509,170.885232,765.191897,93.457168,631.562225,169.436568,740.336146,143.05788,596.178251,138.600784,706.662535,205.43264,677.944781,180.550888,522.002387,121.403072,1797.582012,73.474744,1211.082949
Intel,Supermicro,Xeon E-2104G,Supermicro,3200,3200,x86_64,4,1,4,1,1,32,32,256,8192.0,32860044,2,16777216.0,2666,512.0,SLES,12.3,SUSE Linux Enterprise Server 12 SP3 (x86_64),C/C++: Version 18.0.2.199 of Intel C/C++,No,xfs,4,cpu2017-20181112-09567.csv,75.469868,531.496898,21.067676,240.368219,16.376136,232.04496,18.17958,575.590846,25.564868,365.34512,17.463432,241.418772,32.358172,276.900675,22.492924,270.840719,26.823124,260.819735,58.022924,171.449472,32.703512,205.849459,22.026128,707.704926,14.750552,430.899181
Intel,Fujitsu,Xeon Silver 4116,Fujitsu,2100,3000,x86_64,48,2,12,2,4,32,32,1024.0,16896.0,394416720,24,16777216.0,2666,384.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2,C/C++: Version 18.0.0.128 of Intel C/C++,No,tmpfs,48,cpu2017-20180403-04875.csv,381.933408,1260.282469,104.2128,583.114491,83.562672,545.698111,81.533808,1540.072704,135.520992,827.030624,87.69456,576.911609,141.289056,760.993201,114.84576,636.540613,107.46,781.239485,165.176976,722.715773,144.344976,559.659225,113.885376,1642.493294,67.592208,1128.414019
Intel,Huawei,Xeon Gold 6240,Huawei,2600,3900,x86_64,72,2,18,2,4,32,32,1024.0,25344.0,394420480,12,33554432.0,2933,1800.0,SLES,12.4,SUSE Linux Enterprise Server 12 SP4 (x86_64),C/C++: Version 19.0.1.144 of Intel C/C++,No,xfs,72,cpu2017-20190429-12727.csv,480.867192,1501.487237,171.040248,532.927302,155.712456,439.271311,109.901592,1713.824468,239.628384,701.58638,107.467128,706.150619,202.816584,795.201236,212.891328,515.079719,227.6352,553.200977,490.555368,365.023036,324.904608,372.958726,150.843528,1860.099437,89.94672,1271.953051
Intel,Hewlett Packard Enterprise,Xeon Gold 6252,HPE,2100,3700,x86_64,192,2,24,4,8,32,32,1024.0,36608.0,791943028,24,33554432.0,2933,480.0,SLES,15,SUSE Linux Enterprise Server 15 (x86_64),C/C++: Version 19.0.2.187 of Intel C/C++,No,btrfs,192,cpu2017-20190430-13349.csv,995.296128,1934.475551,404.316288,601.192777,372.040512,490.269066,245.12352,2049.056451,573.704256,781.447911,241.3488,838.487509,438.879744,979.949736,556.954176,525.027112,562.384896,597.11409,1192.26816,400.500478,867.009792,372.701636,324.010176,2309.260954,187.778304,1624.725144
Intel,Fujitsu,Xeon Gold 6234,Fujitsu,3300,4000,x86_64,64,2,8,4,8,32,32,1024.0,25344.0,1583818816,48,33554432.0,2933,600.0,SLES,15,SUSE Linux Enterprise Server 15,C/C++: Version 19.0.0.117 of Intel C/C++,No,xfs,64,cpu2017-20191029-19474.csv,915.941824,700.690789,183.623488,441.2508,177.573952,342.392563,198.335168,844.14683,276.134848,541.184814,166.978176,403.980882,317.350976,451.739635,264.466496,368.56089,288.005504,388.659206,589.959808,269.794654,420.76768,255.989233,259.893504,959.654572,172.393728,589.905551
Intel,Lenovo Global Technology,Xeon Gold 5115,Lenovo Global Technology,2400,3200,x86_64,80,2,10,4,4,32,32,1024.0,14080.0,1584976124,48,33554432.0,2666,800.0,SLES,12.2,SUSE Linux Enterprise Server 12 SP2 (x86_64),C/C++: Version 18.0.0.128 of Intel C/C++,No,xfs,80,cpu2017-20171225-02121.csv,445.38832,1801.214751,175.72592,576.352121,155.6556,488.25749,102.40344,2043.680918,246.06448,759.150534,104.1852,809.327733,194.15744,922.962301,214.86672,567.049145,184.20456,759.590476,316.40208,628.820133,280.3832,480.199888,133.3784,2337.409427,83.97336,1513.813644
